chr22	16050114	1.57022541745	0
chr22	16057542	1.57022541745	0.0116636344008
chr22	16058341	2.28516093455	0.0129182445094
chr22	16058419	2.28516093455	0.0130964870623
chr22	16072329	2.28516093455	0.0448830756619
chr22	16072580	1.47927335098	0.0454566510564
chr22	16073197	1.47927335098	0.046369362714
chr22	16113891	1.87528536446	0.106566912459
chr22	16139538	2.68279151535	0.154662356201
chr22	16144173	4.94781921631	0.167097094875
chr22	16156361	4.94781921631	0.227401115483
chr22	16156852	3.96706843812	0.229830494718
chr22	16157621	3.96706843812	0.232881170347
chr22	16157716	3.96706843812	0.233258041849
chr22	16159059	1.63038256144	0.238585814761
chr22	16159107	1.57342242608	0.238664073124
chr22	16159292	1.57342242608	0.238955156273
